"Lot_Size","Num_of_Bedrooms","Unit_Type","Electric_Cost","Internet_Access","Fiber_Optic","Heatfuel_Type","Num_of_Rooms","Water_Cost","Built_Year","Ownership_Status","Mortgage_Equity_Status","Fam_Type_Emp_Status","Household_Language","Fam_Type_Household_Status","Children_Age","Residence_Duration","Family_Size","Num_of_Children","Under_18","Over_60","Over_65","Num_of_Workers","Household_Work_Exp","Household_Work_Status","Num_of_Vehicles","Mobile_Broadband","Prediction"
"1",3,"1",110,"3",NA,"3",5,1000,"6","2",NA,NA,"2","6","4","4",NA,0,"0","0","0",NA,NA,NA,1,NA,"0"
"1",2,"2",40,"1","2","1",5,600,"1","1","3",NA,"3","6","4","6",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",4,"2",190,"1","2","1",8,1200,"10","1","3","1","3","1","2","4",5,3,"1","0","0",2,"1","1",3,"2","1"
"1",4,"2",200,"1","2","1",7,900,"1","1","3",NA,"1","1","4","2",2,0,"0","0","0",2,"1",NA,2,"1","1"
"1",4,"2",100,"1","2","1",7,1000,"7","1","2","1","1","1","4","5",3,0,"0","0","0",3,"5","4",3,"1","0"
"1",3,"2",150,"1","2","1",8,900,"4","1","3","7","1","3","4","5",2,0,"0","1","0",2,"13","13",3,"1","0"
"1",4,"2",10,"1","1","1",9,2100,"3","1","3","2","1","1","2","2",4,1,"1","0","0",3,"4","3",2,"1","1"
"1",3,"2",160,"1","2","1",6,1500,"7","2",NA,"1","2","1","2","5",5,2,"1","0","0",2,"2","1",3,"2","0"
"1",3,"2",250,"1","2","1",5,50,"5","1","3","1","1","1","4","5",2,0,"0","0","0",2,"1","1",2,"2","0"
"1",3,"2",320,"1","2","1",5,800,"3","1","2","8","4","3","4","3",2,0,"0","2","2",1,"15","15",4,"2","0"
"1",4,"2",4,"1","1","1",7,1700,"1","1","3","7","1","3","2","4",3,2,"1","0","0",1,"13","13",2,"2","0"
"1",3,"2",80,"1","2","1",6,1700,"7","1","3","1","2","1","4","6",3,0,"0","0","0",2,"3","2",2,"2","0"
"1",4,"2",130,"1","2","1",8,1300,"7","1","2","1","1","1","4","5",5,0,"0","0","0",2,"1","1",5,"1","1"
"1",4,"2",80,"1","2","1",6,200,"3","1","2","1","1","1","4","6",2,0,"0","0","0",2,"1","1",3,"1","0"
"1",2,"3",50,"1","2","1",4,130,"6","1","3",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",2,"2",100,"1","2","1",5,970,"5","2",NA,NA,"1","7","4","3",NA,0,"0","0","0",NA,NA,NA,2,"2","0"
"1",5,"2",200,"1","2","3",14,200,"6","1","3","4","1","1","4","5",2,0,"0","2","2",0,"9","9",3,"2","0"
"3",4,"2",640,"1","2","2",11,900,"14","1","1","1","1","1","4","3",2,0,"0","2","2",2,"1","1",6,"2","1"
"1",0,"2",240,"1","2","1",1,2400,"6","1","3","1","2","1","2","2",5,1,"1","0","0",2,"2","4",3,"1","0"
"1",3,"2",100,"1","2","3",6,700,"5","1","3","1","1","1","1","3",3,1,"1","0","0",2,"1","1",2,"1","0"
"1",4,"2",130,"1","2","1",8,150,"5","1","3","1","3","1","4","6",3,0,"0","0","0",3,"1","1",5,"2","1"
"1",2,"3",30,"1","2","1",7,200,"6","1","1",NA,"1","6","4","5",NA,0,"0","1","0",NA,NA,NA,1,"2","0"
"1",4,"2",180,"1","2","3",6,90,"4","1","3","7","4","3","1","4",6,1,"1","2","2",3,"13","13",6,"1","0"
"1",4,"2",240,"2",NA,"1",8,1000,"5","1","3","4","5","1","4","7",3,0,"0","2","2",1,"9","9",3,NA,"0"
"1",3,"2",180,"1","2","1",7,1500,"6","2",NA,"1","1","1","4","6",2,0,"0","2","2",2,"5","1",2,"1","0"
"1",4,"2",120,"1","2","1",8,1100,"4","2",NA,"1","1","1","2","6",3,1,"1","1","0",3,"1","1",2,"1","1"
"1",2,"2",210,"1","2","1",5,240,"4","1","3","4","1","1","4","7",3,0,"0","2","2",1,"9","9",2,"2","0"
"1",2,"2",200,"1","2","3",8,600,"4","1","3","3","1","1","4","1",2,0,"0","0","0",2,"4","7",2,"1","0"
"1",3,"2",90,"1","2","1",6,960,"4","1","3","2","2","1","4","6",2,0,"0","2","2",1,"3","3",2,"2","0"
"1",1,"1",60,"3",NA,"1",4,1,"7","2",NA,NA,"1","6","4","4",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",120,"1","2","1",6,1000,"2","2",NA,"1","1","1","2","5",3,1,"1","2","0",2,"1","1",1,"1","0"
"1",3,"2",150,"3",NA,"3",5,640,"6","2",NA,"3","1","1","2","5",4,2,"1","1","0",1,"8","7",1,NA,"0"
"1",3,"3",40,"1","2","1",8,80,"5","2",NA,NA,"1","7","4","7",NA,0,"0","2","2",NA,NA,NA,2,"2","0"
"3",4,"2",380,"1","2","8",7,2,"5","1","3","4","1","1","4","5",2,0,"0","2","2",0,"9","9",5,"1","0"
"1",4,"2",250,"1","2","1",6,1200,"4","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,2,"1","0"
"1",3,"2",250,"1","2","2",6,200,"8","1","3",NA,"1","6","4","1",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",3,"2",70,"2",NA,"1",5,80,"4","2",NA,"2","4","1","4","6",3,0,"0","2","1",2,"2","3",2,NA,"0"
"1",3,"2",2,"1","2","3",6,40,"3","1","3",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"1",3,"3",100,"1","1","3",5,600,"7","1","3",NA,"1","4","4","1",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",3,"2",80,"1","2","1",7,440,"2","2",NA,NA,"1","4","4","7",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",4,"2",200,"1","2","1",7,600,"3","2",NA,"4","1","1","4","7",3,0,"0","2","2",1,"9","9",3,"2","0"
"1",4,"2",100,"2",NA,"1",7,1200,"6","2",NA,"5","2","2","4","6",2,0,"0","1","1",1,"11","11",4,NA,"0"
"1",4,"2",60,"1","2","3",8,800,"6","1","3",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",3,"2",200,"1","2","1",8,20,"7","1","3","1","1","1","4","6",2,0,"0","0","0",2,"2","1",2,"1","0"
"1",3,"2",30,"3",NA,"1",6,1000,"3","1","3",NA,"1","6","4","6",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",2,"2",250,"1","2","1",7,4100,"1","2",NA,NA,"1","4","4","7",NA,0,"0","1","0",NA,NA,NA,4,"2","0"
"1",3,"2",310,"1","2","3",6,1400,"6","1","3","1","1","1","4","5",2,0,"0","2","1",2,"1","1",2,"1","0"
"1",3,"2",40,"1","2","3",5,730,"2","1","2",NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",120,"1","2","1",6,1100,"6","1","3","4","1","1","4","6",2,0,"0","2","2",0,"9","9",2,"1","0"
"1",3,"2",20,"1","1","1",7,420,"4","1","3","1","1","1","4","5",2,0,"0","0","0",2,"1","1",1,"1","0"
"1",7,"2",80,"1","2","1",9,860,"8","2",NA,"4","1","1","4","5",2,0,"0","2","2",1,"3","9",2,"1","0"
"1",3,"2",150,"1","2","1",5,120,"1","1","3","7","2","3","4","5",4,0,"0","0","0",3,"13","13",4,"1","0"
"1",3,"2",50,"1","1","1",9,1800,"3","1","3","1","1","1","4","7",2,0,"0","2","2",2,"4","1",2,"2","0"
"1",3,"2",100,"1","2","1",6,1200,"3","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",4,"2",200,"1","2","1",8,1200,"8","1","3","2","4","1","1","5",3,1,"1","0","0",1,"7","3",2,"1","0"
"1",3,"2",180,"1","1","3",8,400,"2","1","3","7","1","3","4","6",2,0,"0","0","0",1,"13","13",2,"1","0"
"1",4,"2",90,"1","2","1",6,110,"1","1","3","5","1","2","4","7",2,0,"0","0","0",2,"10","10",2,"2","0"
"1",2,"2",30,"1","2","8",7,300,"6","1","4",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",2,"3",40,"1","2","1",5,240,"6","1","3",NA,"1","6","4","4",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",5,"2",300,"1","2","1",8,1100,"10","1","2","1","1","1","4","4",2,0,"0","1","0",2,"2","1",3,"2","1"
"1",3,"2",100,"1","2","1",5,900,"3","1","3","1","1","1","2","6",3,1,"1","0","0",2,"1","1",2,"2","0"
"1",2,"3",80,"1","2","3",5,1,"6","1","3","1","1","1","2","5",4,2,"1","0","0",2,"1","1",3,"2","0"
"1",4,"2",100,"1","2","1",5,600,"7","1","3","1","2","1","2","5",4,1,"1","0","0",2,"1","1",2,"2","0"
"2",2,"2",100,"3",NA,"6",4,2,"2","2",NA,NA,"3","6","4","6",NA,0,"0","1","1",NA,NA,NA,0,NA,"0"
"1",2,"3",10,"3",NA,"1",4,40,"6","1","3",NA,"1","6","4","3",NA,0,"0","0","0",NA,NA,NA,0,NA,"0"
"1",3,"2",60,"3",NA,"1",6,1100,"3","1","3","8","1","3","4","5",2,0,"0","1","1",0,"15","15",1,NA,"0"
"1",4,"2",220,"1","2","1",7,100,"8","1","2","5","1","2","2","5",3,2,"1","0","0",1,"10","10",0,"2","0"
"1",4,"2",40,"1","2","3",8,500,"3","1","3","2","5","1","4","5",3,0,"0","0","0",2,"7","3",3,"1","0"
"1",4,"2",210,"1","2","3",7,840,"5","1","3","7","1","3","2","4",3,2,"1","0","0",1,"14","14",2,"2","0"
"1",7,"2",320,"1","2","1",9,1600,"8","1","3","1","1","1","2","5",5,2,"1","0","0",2,"7","4",2,"1","1"
"2",2,"2",60,"1","2","2",6,2,"1","1","3","1","1","1","4","6",2,0,"0","2","2",2,"5","1",3,"2","0"
"1",3,"2",90,"1","2","1",5,1100,"3","1","3","2","2","1","2","5",4,1,"1","1","0",2,"3","3",3,"1","0"
"1",3,"2",200,"3",NA,"3",6,100,"4","1","3","3","1","1","2","4",5,2,"1","0","0",3,"5","7",3,NA,"0"
"1",3,"2",100,"1","2","1",6,850,"3","2",NA,"1","1","1","2","4",4,2,"1","0","0",2,"5","1",3,"1","0"
"2",3,"2",40,"3",NA,"1",7,240,"5","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,0,NA,"0"
"1",3,"2",60,"1","2","3",7,40,"1","1","3","1","1","1","4","2",2,0,"0","0","0",2,"1","1",0,"2","0"
"1",3,"2",110,"1","2","1",6,700,"6","2",NA,NA,"1","4","4","6",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",2,"3",90,"1","2","1",4,50,"6","1","3",NA,"1","5","2","4",NA,0,"1","0","0",NA,NA,NA,2,"2","0"
"1",3,"2",250,"1","2","1",6,360,"7","2",NA,"2","1","1","3","6",4,2,"1","0","0",1,"7","3",2,"1","0"
"1",4,"2",300,"1","2","1",9,1200,"11","2",NA,"1","1","1","4","4",2,0,"0","0","0",2,"4","1",4,"1","1"
"1",4,"2",250,"1","1","1",6,140,"5","1","3","2","4","1","4","7",3,0,"0","2","2",2,"3","3",4,"2","0"
"1",4,"2",250,"1","1","1",7,800,"5","1","3","1","1","1","3","5",5,3,"1","0","0",2,"4","1",2,"2","0"
"1",3,"2",4,"1","2","1",7,190,"6","1","2","1","1","1","4","6",3,0,"0","0","0",3,"1","1",3,"1","0"
"1",3,"2",60,"1","2","1",5,380,"7","1","3",NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",50,"1","2","1",4,840,"3","1","3",NA,"1","4","4","6",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",4,"2",50,"3",NA,"1",8,970,"3","2",NA,"4","2","1","2","5",8,3,"1","2","2",3,"9","9",4,NA,"0"
"1",3,"2",60,"2",NA,"1",5,660,"3","1","3",NA,"2","4","4","5",NA,0,"0","0","0",NA,NA,NA,1,NA,"0"
"1",3,"3",150,"1","2","1",6,840,"5","1","2","2","1","1","2","4",3,1,"1","0","0",1,"3","3",2,"1","0"
"1",5,"2",180,"1","2","1",8,1500,"4","1","3","1","4","1","2","2",4,2,"1","0","0",2,"5","1",2,"1","1"
"1",4,"2",70,"1","2","1",7,2400,"2","1","2","4","3","1","4","7",2,0,"0","2","2",0,"9","9",1,"1","0"
"1",3,"2",180,"1","2","3",5,1400,"3","1","3","7","1","3","1","7",4,2,"1","0","0",2,"13","13",2,"2","0"
"1",5,"2",4,"1","2","1",10,2400,"8","2",NA,"2","1","1","2","3",5,3,"1","0","0",1,"7","3",0,"2","0"
"1",5,"2",350,"1","2","1",8,2400,"4","1","3","1","2","1","2","2",6,3,"1","0","0",2,"3","2",2,"2","0"
"1",3,"2",10,"1","1","1",6,400,"1","1","3",NA,"1","6","4","3",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",3,"2",30,"1","2","1",7,1000,"6","1","3",NA,"3","4","4","1",NA,0,"0","0","0",NA,NA,NA,2,"2","0"
"1",3,"2",230,"1","2","1",10,400,"1","1","1","7","1","3","2","4",4,2,"1","0","0",2,"13","13",5,"1","0"
"1",4,"2",150,"1","2","1",8,420,"5","1","3",NA,"1","6","4","5",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",2,"1",100,"1","2","6",8,1400,"4","2",NA,"4","1","1","4","4",2,0,"0","2","1",0,"9","9",2,"2","0"
"2",4,"2",90,"3",NA,"1",8,540,"4","2",NA,"4","1","1","4","7",2,0,"0","0","0",0,"9","9",2,NA,"0"
"1",5,"2",350,"1","2","1",11,1000,"18","1","2","1","1","1","1","1",4,2,"1","0","0",2,"1","1",2,"1","1"
"1",4,"2",220,"1","2","3",9,150,"10","2",NA,NA,"1","6","4","4",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",4,"2",150,"1","2","1",9,1200,"6","1","3","1","2","1","2","4",4,2,"1","0","0",2,"1","1",2,"1","0"
"2",4,"2",260,"1","2","3",6,850,"7","1","3","1","1","1","4","5",2,0,"0","2","0",2,"1","1",2,"1","0"
"1",3,"3",80,"1","2","3",7,1,"7","1","3","1","1","1","4","5",2,0,"0","0","0",2,"1","1",2,"2","0"
"1",3,"2",60,"1","1","1",7,800,"6","1","3","1","4","1","3","3",4,2,"1","0","0",2,"1","1",2,"2","0"
"1",4,"2",80,"1","1","1",6,540,"4","1","2","8","1","3","4","7",3,0,"0","1","1",1,"15","15",2,"2","0"
"1",4,"2",190,"1","2","3",11,80,"6","2",NA,"3","4","1","4","4",5,0,"0","2","2",3,"7","7",6,"2","0"
"1",3,"2",130,"1","2","1",5,1400,"3","1","3","1","1","1","2","4",4,2,"1","0","0",2,"4","1",2,"2","0"
"1",3,"2",200,"1","2","1",5,1000,"3","1","3","7","3","3","1","2",3,1,"1","1","0",2,"13","13",3,"1","0"
"1",4,"2",100,"1","2","3",6,400,"4","1","2","1","1","1","2","5",3,1,"1","0","0",2,"2","1",3,"1","0"
"1",4,"2",100,"1","2","1",6,900,"7","1","3","2","5","1","4","5",4,0,"0","1","1",3,"3","3",3,"2","0"
"1",2,"1",50,"3",NA,"3",4,500,"7","1","3","6","1","2","4","4",2,0,"0","1","1",0,"12","12",4,NA,"0"
"1",4,"2",50,"1","1","1",7,1100,"7","1","2","7","1","3","4","5",2,0,"0","0","0",2,"13","13",2,"1","0"
"1",2,"2",10,"1","1","1",4,1200,"2","1","3","1","1","1","2","7",4,1,"1","0","0",3,"1","1",4,"2","0"
"2",3,"2",60,"1","2","1",5,600,"9","1","3","5","3","2","1","4",3,1,"1","1","1",1,"10","10",0,"1","0"
"1",4,"2",130,"1","1","6",6,1000,"3","2",NA,"6","2","2","2","7",8,1,"1","2","2",3,"12","12",4,"2","0"
"1",3,"2",60,"1","2","1",5,50,"3","1","3","1","4","1","2","5",3,1,"1","0","0",2,"2","1",3,"1","0"
"1",3,"2",30,"3",NA,"1",6,380,"2","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",4,"2",90,"1","2","1",7,40,"3","1","2","7","2","3","4","7",4,0,"0","2","2",2,"13","13",2,"2","0"
"1",3,"2",180,"1","2","1",5,1200,"6","1","3",NA,"1","4","4","4",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",4,"2",240,"1","2","1",7,70,"9","2",NA,"1","2","1","2","4",4,1,"1","0","0",3,"1","1",3,"2","0"
"1",3,"2",30,"1","2","1",5,40,"4","1","3",NA,"4","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"1",2,"2",200,"1","2","1",4,960,"2","1","2","1","2","1","4","3",2,0,"0","1","0",2,"1","1",2,"1","0"
"1",4,"2",70,"1","2","3",6,80,"5","1","2","5","2","2","4","7",2,0,"0","2","2",1,"11","10",1,"2","0"
"1",3,"3",130,"1","1","1",8,450,"4","1","2","2","1","1","2","5",6,3,"1","0","0",2,"3","3",3,"1","0"
"1",3,"2",150,"1","2","1",6,600,"4","1","3","1","4","1","2","4",3,1,"1","0","0",2,"1","1",4,"2","0"
"1",4,"2",10,"1","2","3",10,90,"8","1","3","1","1","1","2","5",6,1,"1","0","0",3,"1","1",4,"1","1"
"1",3,"3",150,"1","2","1",5,360,"4","1","3","4","3","1","4","5",2,0,"0","2","1",0,"9","9",2,"1","0"
"1",3,"2",180,"1","2","3",6,120,"7","1","3","1","4","1","2","5",5,1,"1","2","2",2,"2","1",3,"1","0"
"1",3,"2",150,"1","2","1",5,900,"6","1","3","2","1","1","1","4",3,1,"1","0","0",1,"7","3",2,"2","0"
"1",4,"2",500,"1","2","1",11,890,"6","1","3","3","1","1","4","5",2,0,"0","2","0",1,"8","8",3,"2","0"
"1",3,"2",70,"1","2","3",4,200,"6","1","3","1","1","1","4","4",2,0,"0","0","0",2,"1","1",2,"2","0"
"2",5,"2",200,"1","2","3",10,640,"5","2",NA,"1","1","1","4","4",2,0,"0","0","0",2,"1","1",2,"1","1"
"1",4,"2",90,"1","2","1",6,600,"3","1","3","1","2","1","2","4",4,1,"1","0","0",3,"1","1",3,"2","0"
"1",2,"2",40,"1","1","1",4,470,"2","1","3","1","2","1","4","4",2,0,"0","0","0",2,"2","1",2,"2","0"
"1",2,"2",100,"1","2","1",4,1,"6","2",NA,"8","1","3","4","4",2,0,"0","1","1",0,"15","15",2,"2","0"
"1",3,"2",100,"3",NA,"1",7,1100,"8","2",NA,"1","1","1","2","3",3,1,"1","0","0",1,"7","4",1,NA,"0"
"1",4,"2",120,"1","2","1",8,1600,"7","1","3","2","1","1","2","5",4,1,"1","0","0",2,"3","3",1,"2","0"
"1",2,"2",200,"1","2","2",3,1400,"1","2",NA,"2","2","1","2","5",5,2,"1","0","0",1,"7","3",2,"2","0"
"1",3,"2",30,"3",NA,"1",5,570,"6","2",NA,"4","2","1","4","6",2,0,"0","2","2",0,"9","9",1,NA,"0"
"1",3,"2",250,"1","2","3",6,100,"3","2",NA,"1","2","1","4","3",2,0,"0","1","0",2,"1","1",3,"1","0"
"2",3,"2",150,"1","2","3",8,2,"5","1","3","4","1","1","4","5",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",3,"2",90,"3",NA,"1",5,900,"1","1","3","2","2","1","4","6",3,0,"0","0","0",1,"3","3",3,NA,"0"
"1",3,"2",110,"1","2","1",8,1900,"8","1","3","1","1","1","2","4",3,1,"1","0","0",2,"1","1",4,"2","0"
"1",2,"2",60,"1","2","1",6,680,"6","1","2",NA,"1","4","4","6",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",4,"2",140,"1","2","1",6,50,"5","1","3",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"1",4,"2",2,"1","2","1",8,120,"5","2",NA,"1","4","1","2","3",4,2,"1","0","0",2,"2","1",2,"1","0"
"1",3,"2",100,"1","2","1",6,800,"5","1","3","1","1","1","4","5",2,0,"0","2","1",2,"4","1",2,"1","0"
"1",4,"2",100,"1","2","1",6,2400,"4","1","1","1","2","1","1","4",8,1,"1","1","0",3,"1","1",1,"1","0"
"1",4,"2",160,"1","2","1",6,600,"4","2",NA,NA,"2","4","4","7",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",5,"2",390,"1","2","1",14,4100,"6","2",NA,"4","1","1","4","6",2,0,"0","2","2",0,"9","9",3,"2","0"
"1",3,"2",100,"1","2","1",6,600,"4","1","3",NA,"1","6","4","4",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",5,"2",130,"1","1","1",14,110,"6","1","3","1","1","1","4","5",4,0,"0","1","1",2,"1","1",4,"1","1"
"1",4,"2",2,"1","2","1",6,650,"7","2",NA,"1","4","1","4","5",4,0,"0","0","0",3,"3","2",4,"2","0"
"1",4,"2",60,"1","2","1",6,840,"10","1","3","2","1","1","3","3",7,5,"1","0","0",1,"8","3",1,"2","0"
"1",3,"2",70,"1","2","1",8,30,"6","1","3",NA,"1","6","4","5",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",2,"2",20,"1","1","3",4,280,"3","1","3",NA,"2","4","4","4",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",4,"2",140,"1","2","2",8,840,"5","1","3","2","1","1","4","4",2,0,"0","2","2",1,"6","3",2,"1","0"
"1",3,"2",130,"1","2","3",5,1200,"4","2",NA,"1","1","1","4","7",3,0,"0","0","0",3,"2","1",3,"2","0"
"1",3,"2",640,"1","2","1",5,1200,"3","1","3","2","1","1","4","6",3,0,"0","2","0",1,"7","3",1,"1","0"
"1",2,"2",100,"1","1","1",4,2,"1","1","3","4","3","1","4","5",2,0,"0","2","1",0,"9","9",2,"2","0"
"1",3,"2",60,"1","2","1",6,940,"6","1","3",NA,"1","5","4","4",NA,0,"0","2","2",NA,NA,NA,4,"1","0"
"1",3,"3",60,"1","1","1",6,360,"7","1","3",NA,"3","6","4","4",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",3,"3",150,"1","2","1",4,950,"7","1","3","1","2","1","4","5",3,0,"0","2","0",3,"1","1",1,"1","0"
"1",3,"2",40,"1","2","1",6,150,"8","1","3","7","3","3","4","4",5,0,"0","1","1",3,"13","13",4,"1","0"
"2",4,"2",60,"1","2","1",7,50,"6","1","3","4","2","1","4","4",3,0,"0","0","0",1,"9","9",4,"2","0"
"1",2,"2",300,"1","2","1",5,1200,"6","1","3","4","1","1","4","6",2,0,"0","1","0",2,"5","9",2,"1","0"
"1",3,"2",80,"1","2","1",4,110,"3","1","3","1","2","1","4","1",2,0,"0","0","0",2,"1","1",2,"1","0"
"3",3,"2",300,"1","2","2",7,2,"7","1","3","1","1","1","2","5",3,1,"1","0","0",2,"2","1",3,"2","0"
"1",3,"2",80,"1","1","1",5,60,"4","1","3","2","3","1","1","5",5,1,"1","0","0",2,"3","3",3,"1","0"
"1",4,"2",80,"1","2","1",7,570,"6","2",NA,"4","1","1","4","7",4,0,"0","2","1",2,"9","9",3,"1","0"
"1",4,"2",70,"1","2","1",10,560,"6","1","3","2","1","1","4","4",2,0,"0","0","0",1,"3","3",2,"1","0"
"1",4,"2",190,"1","2","1",9,3200,"6","2",NA,"1","1","1","4","5",2,0,"0","1","0",2,"1","1",2,"2","1"
"1",3,"2",100,"1","1","1",7,940,"4","1","2",NA,"1","4","4","5",NA,0,"0","0","0",NA,NA,NA,0,"2","0"
"1",3,"2",60,"1","2","1",5,800,"3","2",NA,"6","1","2","2","7",3,1,"1","1","1",1,"12","12",2,"2","0"
"1",4,"2",150,"1","2","1",7,2200,"8","2",NA,"4","4","1","4","5",2,0,"0","2","2",0,"9","9",2,"1","0"
"1",3,"2",80,"1","2","3",7,600,"4","1","3","1","4","1","4","5",3,0,"0","0","0",2,"2","1",3,"2","0"
"1",4,"2",80,"1","2","1",5,500,"7","1","3","1","4","1","2","4",5,1,"1","2","1",3,"2","1",4,"1","0"
"1",3,"2",350,"1","1","1",8,150,"2","1","3","1","1","1","2","5",4,2,"1","0","0",2,"1","1",2,"1","1"
"1",2,"2",60,"3",NA,"1",6,1200,"8","2",NA,"4","1","1","4","1",2,0,"0","2","2",0,"9","9",2,NA,"0"
"1",2,"2",340,"1","2","1",5,960,"1","1","3","5","1","2","2","5",2,1,"1","0","0",1,"10","10",1,"1","0"
"2",2,"2",4,"1","2","2",6,2,"6","2",NA,"2","1","1","4","6",2,0,"0","2","2",1,"6","3",2,"1","0"
"1",4,"2",100,"1","2","1",6,80,"3","1","1","7","1","3","3","3",3,2,"1","0","0",1,"14","13",3,"1","0"
"1",2,"3",60,"3",NA,"3",4,1200,"5","2",NA,NA,"3","4","4","3",NA,0,"0","1","1",NA,NA,NA,2,NA,"0"
"1",2,"2",200,"1","2","3",4,90,"5","1","3","4","1","1","4","4",2,0,"0","2","1",0,"9","9",2,"1","0"
"1",2,"2",50,"1","2","1",6,360,"3","1","1","3","2","1","4","5",2,0,"0","1","0",1,"7","7",2,"1","0"
"1",3,"2",150,"1","2","6",4,630,"6","1","3","1","1","1","2","3",5,3,"1","0","0",2,"4","1",4,"2","0"
"1",3,"2",70,"1","2","1",4,950,"2","1","3","1","1","1","1","5",3,1,"1","0","0",2,"1","1",2,"1","0"
"1",3,"2",100,"1","2","1",8,1500,"2","1","3","7","3","3","4","6",3,0,"0","1","1",1,"14","13",1,"2","0"
"1",4,"2",70,"1","2","1",6,840,"3","1","3","2","1","1","1","5",4,1,"1","0","0",2,"7","3",3,"2","0"
"1",2,"1",60,"3",NA,"3",5,470,"7","2",NA,NA,"1","6","4","6",NA,0,"0","1","1",NA,NA,NA,0,NA,"0"
"1",3,"2",60,"3",NA,"1",8,700,"5","1","3",NA,"1","4","4","6",NA,0,"0","1","1",NA,NA,NA,3,NA,"0"
"1",3,"2",60,"1","2","1",5,1200,"5","1","1","5","1","2","4","1",2,0,"0","1","0",2,"10","10",2,"2","0"
"1",3,"2",110,"1","2","1",6,1400,"6","1","3","1","1","1","3","4",5,3,"1","0","0",2,"4","2",3,"1","0"
"1",4,"2",240,"1","2","3",6,3000,"4","1","2",NA,"1","7","4","7",NA,0,"0","2","1",NA,NA,NA,2,"1","0"
"1",3,"2",70,"1","2","1",9,710,"1","1","3","1","1","1","2","5",5,2,"1","0","0",3,"4","1",3,"2","0"
"1",3,"2",60,"1","2","3",4,340,"4","1","3","7","2","3","4","6",2,0,"0","0","0",2,"13","13",2,"1","0"
"1",4,"2",450,"1","2","1",6,300,"7","1","3","2","1","1","4","6",2,0,"0","2","2",2,"4","3",2,"2","0"
"1",4,"2",340,"1","2","1",7,160,"7","1","3","1","1","1","3","2",4,2,"1","0","0",2,"1","1",2,"2","0"
"1",4,"2",130,"1","1","1",7,190,"3","1","3","2","1","1","2","5",3,1,"1","0","0",1,"3","3",2,"1","0"
"1",3,"2",10,"1","2","1",7,180,"6","1","3",NA,"2","4","4","5",NA,0,"0","1","1",NA,NA,NA,3,"2","0"
"1",2,"2",150,"1","2","1",8,780,"4","1","2","4","1","1","4","7",3,0,"0","2","2",1,"9","9",2,"2","0"
"1",2,"3",170,"1","2","1",5,600,"6","1","3",NA,"1","4","4","3",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",4,"2",80,"1","2","1",6,700,"3","2",NA,"3","2","1","4","7",2,0,"0","2","2",1,"6","7",2,"2","0"
"1",4,"2",200,"1","2","1",6,600,"3","1","3","5","2","2","4","6",5,0,"0","0","0",3,"10","10",4,"1","0"
"1",2,"2",120,"2",NA,"3",9,780,"4","2",NA,"3","1","1","2","5",4,1,"1","2","0",2,"6","7",3,NA,"0"
"1",3,"2",50,"1","1","3",5,800,"10","2",NA,"5","2","2","2","4",2,0,"1","0","0",2,"10","10",3,"2","0"
